,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999964,0.99999964,0.99999964,0.99999964,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999994,0.99999994,0.99999994,0.99999994,0.6769371,0.6769371,0.6769371,0.6769371,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999994,0.99999994,0.99999994,0.99999994,0.6769371,0.6769371,0.6769371,0.6769371,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999994,0.99999994,0.99999994,0.99999994,0.6769371,0.6769371,0.6769371,0.6769371,0.67693734,0.67693734,0.67693734,0.67693734
0,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999964,0.99999994,0.99999994,0.99999994,0.99999994,0.6769371,0.6769371,0.6769371,0.6769371,0.67693734,0.67693734,0.67693734,0.67693734
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.6769371,0.6769371,0.6769371,0.6769371,1.0,1.0,1.0,1.0,1.0000001,1.0000001,1.0000001,1.0000001
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.6769371,0.6769371,0.6769371,0.6769371,1.0,1.0,1.0,1.0,1.0000001,1.0000001,1.0000001,1.0000001
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.6769371,0.6769371,0.6769371,0.6769371,1.0,1.0,1.0,1.0,1.0000001,1.0000001,1.0000001,1.0000001
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.6769371,0.6769371,0.6769371,0.6769371,1.0,1.0,1.0,1.0,1.0000001,1.0000001,1.0000001,1.0000001
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994
1,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,0.67693734,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994
