,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
0,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,1.0000001,0.99999994,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.73032355,0.6062054,0.6062058,0.6062058,0.6062058,0.6062058
