video_id,topic
F0VaaZdH1x0,3
5a9gWG8g_GY,4
Y2i7Ng6cEKY,2
GTECeK3lxr4,0
g5drje2nxkM,0
0qDPJxXpNf4,1
GFTKKyYSCKs,2
mOGb9CKrS0g,0
mNWdPTp9mX4,0
H98D2Ew10Tk,1
TuluNRhhb0E,1
pTuocnl7hSE,2
XjRI0i2KC08,0
EjpJlPKS7vI,1
wkV8vXoiGzc,3
QQwifG33sTY,1
zcIjkN9wM0U,3
MSNBC,2
bF7whqPOhmk,4
QGRsfYKHVxc,4
