Influencer/Mainstream,compound,pos,neu,neg,emo_anger,emo_anticipation,emo_disgust,emo_fear,emo_joy,emo_sadness,emo_surprise,emo_trust,emo_shannon_norm,emo_gini_simpson
1.0,0.6578792452830189,0.10820754716981133,0.8389245283018868,0.05283018867924528,0.0926738201879319,0.16098144578679735,0.03245685449986304,0.18155400301862737,0.1347863238531219,0.08371306119381071,0.08676836587318824,0.22706612558665948,0.8893333490961596,0.8224750553620224
2.0,0.7798433333333333,0.11766666666666666,0.8307333333333333,0.051333333333333335,0.08000155935149568,0.1546901854107999,0.02580296755704109,0.19679312078479222,0.1484253967445262,0.06828442363215638,0.08228209902715093,0.24372024749203763,0.8709972576235768,0.8080815552243857
3.0,0.24410000000000004,0.0858,0.84405,0.07010000000000001,0.07645699157145029,0.14030658763782394,0.02353621918309017,0.2045738548232722,0.13150196719121532,0.07506358196940395,0.08110975665582201,0.2674510409679221,0.8162468352045037,0.7831939848129035
