Influencer/Mainstream,compound,pos,neu,neg
1.0,0.6578792452830189,0.10820754716981133,0.8389245283018868,0.05283018867924528
2.0,0.7798433333333333,0.11766666666666666,0.8307333333333333,0.051333333333333335
3.0,0.24410000000000004,0.0858,0.84405,0.07010000000000001
