video_id,topic
R8VBRCs2jTU,2
oRdLvp6H3CU,1
Khou5Qz4A4E,3
XzY_SHNxWXQ,0
XuQVNmU7FcY,4
_qItQZEJQxQ,3
4HmnJ5qstc8,5
AkMsMDk_brU,5
dgmDcK5wssU,1
cfaubxeS5HU,0
iMu1eVmuKHw,3
BmDRsJYWAHs,2
dxmTJDFsbxM,1
Fvn2dxtByGs,0
CJUbXY5KqgU,0
7x8vIvwYzFg,5
mEBU0QkhYNI,6
YD0qsufuf2E,4
SNg81S3mBSU,1
UZIFvCCSNcY,6
S1YjuFfCqvU,2
LJS3xyTcU7k,0
NBC News,4
47WQ8n6KPJU,1
dGAFh0dCeDE,0
dgmDcK5wssU,6
UbAKuCp8y98,0
WGAGNKHVJ-c,1
