Influencer/Mainstream,neg,neu,pos,compound,emo_anger,emo_anticipation,emo_disgust,emo_fear,emo_joy,emo_sadness,emo_surprise,emo_trust,emo_shannon_norm,emo_gini_simpson
1.0,0.04753801593048516,0.866524981897176,0.08594496741491672,0.10157161477190442,0.057362565015699925,0.1131855703169703,0.017784218719090195,0.16739892376426393,0.06069511205945223,0.05807504371544939,0.04651859292163831,0.17195607775970218,0.3001801343016163,0.3326362005162388
2.0,0.041126420454545454,0.8658764204545455,0.09299573863636362,0.14703735795454545,0.047751673281241865,0.09732245775929894,0.014616721612138188,0.13572614876563713,0.07613587334039339,0.04735173946144186,0.03653619648635246,0.2391614620207689,0.23584767622767286,0.27765588039770633
3.0,0.06275634517766497,0.866467005076142,0.07076649746192894,0.0636005076142132,0.08042981150002644,0.12505073911843678,0.006550805999532911,0.20601833841863906,0.07786796559135811,0.0668688833490272,0.041588234868997334,0.15704654095093645,0.29612351124087,0.33209157449707005
